Place_id,Title,Description,Category,Distance (Km.),Rating,Expense (Per Head in Rs.),n_days,Boarding_pt
TD-14,Mount Harriet National Park - Port Blair,"ng are the great ways to explore the beautiful underwater marine life. Swim among schools of fish, admire the beautiful corals and enjoy the serenity of underwater life. The coastal belt surrounding Andaman & Nicobar Islands is the abode of one of the richest coral reef ecosystem in the world. The coral reefs and under water formation are untouched by human activities. The best season for diving is from December to May.Havelock Island, Neil Island and Mahatma Gandhi Marine National Park - Wandoor, are the popular places for Scuba Diving & Snorkeling in Andaman & Nicobar Islands. Elephant Beach is popular for snorkeling. Seduction Point, Aquarium, Lighthouse, Pilot Reef, Mac Point, Minerva Ledge and Turtle Bay are promising areas for diving at Havelock. Other than these, Cinque Island, Rutland Island, and Snake Island are the some important places where one can experience the rich marine life.There are many diving schools that offer short term diving .....
", Adventure,,3.87,838,2,ng are the grea
TD-15,Neil Island,"ng are the great ways to explore the beautiful underwater marine life. Swim among schools of fish, admire the beautiful corals and enjoy the serenity of underwater life. The coastal belt surrounding Andaman & Nicobar Islands is the abode of one of the richest coral reef ecosystem in the world. The coral reefs and under water formation are untouched by human activities. The best season for diving is from December to May.Havelock Island, Neil Island and Mahatma Gandhi Marine National Park - Wandoor, are the popular places for Scuba Diving & Snorkeling in Andaman & Nicobar Islands. The Jetty area and Laxmanpur Beach are the popular dive spots and Bharathpur Beach is the best snorkeling place at Neil Island. Other than these, Cinque Island, Rutland Island, and Snake Island are the some important places where one can experience the rich marine life.There are many diving schools that offer short term diving courses. The Scuba Diving centres have all the facilities .....
", Adventure,,3.24,1017,2,ng are the grea
TD-16,Sitapur Beach - Neil Island,"rom Port Blair Central Bus Stand, Samudrika Marine Museum is a museum situated in Haddo area of Port Blair in Andaman Islands. The museum is run by the Indian Navy and is one of the popular places to visit during Port Blair tour. Also known as Naval Marine Museum, Samudrika Museum create awareness on various aspects of oceanic environment and houses a vast collection of cells, corals and a few species of colourful fishes of the sea around the islands. The main attraction of the museum is the large skeleton of a blue whale. This museum is a perfect place to know about the various aspects of marine ecology.The museum has five sections presenting history of Andaman Islands, Geographical information, people of Andaman, Archaeology and Marine life. In the first section visitors would know the essential facts about Andamans like volcanoes, tribals, types of wood, insects, type of forests in Andamans. The second section, the aqua sections features an aquarium .....
", Museum,2.0,3.38,1235,1,rom Port Blair 
TD-17,North Bay Island,"rom Port Blair Central Bus Stand, Samudrika Marine Museum is a museum situated in Haddo area of Port Blair in Andaman Islands. The museum is run by the Indian Navy and is one of the popular places to visit during Port Blair tour. Also known as Naval Marine Museum, Samudrika Museum create awareness on various aspects of oceanic environment and houses a vast collection of cells, corals and a few species of colourful fishes of the sea around the islands. The main attraction of the museum is the large skeleton of a blue whale. This museum is a perfect place to know about the various aspects of marine ecology.The museum has five sections presenting history of Andaman Islands, Geographical information, people of Andaman, Archaeology and Marine life. In the first section visitors would know the essential facts about Andamans like volcanoes, tribals, types of wood, insects, type of forests in Andamans. The second section, the aqua sections features an aquarium .....
", Museum,2.0,4.07,789,2,rom Port Blair 
TD-18,Little Andaman Island,"by road from Port Blair Central Bus Stand and 15 km by ferry from Chatam Jetty, Mount Harriet National Park is a national park located in Ferrargunj tehsil of Andaman & Nicobar Islands, India. The place is shown on the reverse side of 20 Rupee note in India. Mount Harriet National Park was originally a reserve forest and it was established as a national park in the year 1979. Sprawling over an area of 47 sq. km, Mount Harriet was once the summer headquarters of the Chief Commissioner during the British Raj. The park is named in commemoration of Harriet Tytler, the second wife of Robert Christopher Tytler, a British army officer, naturalist and photographer, who was appointed Superintendent of the Convict Settlement at Port Blair in the Andamans from April 1862 to February 1864. Harriet is remembered for her work in documenting the monuments of Delhi and for her notes at the time of the Revolt of 1857 in India.Mount Harriet (383 m) is the highest point .....
", Adventure,48.0,3.66,1080,2, from Port Blai
TD-19,Long Island,"from Port Blair, Neil Island is a beautiful, scenic and serene island situated in Ritchie's Archipelago of South Andaman district in Andaman & Nicobar Islands. The Neil Island lies between Havelock Island and Ross Island. This is one of the best places to experience Andaman Tourism.Neil Island is named after British Brigadier General James Neill, who had sternly dealt with the freedom fighters during the suppression of the 1857 Mutiny. Spread over an area of 18.9 sq. km, Neil is the most southern island of Ritchie's archipelago. The widest part of the island is about 5 km in length. One can walk the whole island in about two hours.Neil Island is widely famous as the Vegetable bowl of Andaman because of the large produce from the area as a result of the farming standards set with the help of favorable climatic conditions. With unexplored coral reefs, brilliant bio-diversity, white sandy beaches and tropical forest and vegetation, it is one of the hot .....
", Adventure,37.0,3.99,864,1, Port Blair
TD-20,Ross & Smith Islands - Diglipur,"rom Neil Jetty and 42 km from Port Blair, Sitapur Beach or Beach No. 5 is a serene rocky beach situated at the tip of Neil Island in Andamans. Sitapur Beach is exposed to the open sea and thus prone to higher tides. Also known as the 'Sunrise Beach', this beach offers mesmerizing sunrise views early in the morning. This serene beach has two curved bays and clear blue waters. It is popular for its natural vegetation and limestone formations. Though prone to high tides, this beach is considered safe for swimming at all times. All along the white stretches of soft sand there is plenty of shade from the palm trees. At low tide one can walk to the second bay and explore small caves or just enjoy the peacefulness of Sitapur Beach. The journey from the Jetty to Sitapur beach itself is refreshing with green fields and a variety of crops and forest trees.As the beach is never crowded there are no facilities yet, one can only buy fresh coconuts. There .....
", Beach,5.0,3.47,1252,2,rom Neil Jetty 
TD-21,Viper Island - Port Blair,"by ferry from Port Blair, North Bay Island is an island lies north of Port Blair in Andaman & Nicobar Islands. This island is famous for its beaches and mainly for water sports activities. This island is also one of the most visited places in Andaman Islands.North Bay Island is a lovely place to go for a day trip. This is one of the uninhabited islands of Andaman & Nicobar Islands. The wide array of water activities available at the island attracts more tourists to this beautiful place. Almost all kinds of water sports activities like jet ski, speed boat ride, snorkeling and underwater sea walk can be covered here. The corals at North Bay are spread over a large area. During snorkeling one can spot many species of fish, often lobsters and even clams on the coral reef. One can also trek to see the Lighthouse in the North Bay Island. However, sometimes the light house is closed for outside travellers.North Bay Island can be reached by 30 - 40 .....
", Adventure,28.0,4.36,1184,2, from Port Blai
TD-22,Cinque Island,"by ferry from Port Blair, North Bay Island is an island lies north of Port Blair in Andaman & Nicobar Islands. This island is famous for its beaches and mainly for water sports activities. This island is also one of the most visited places in Andaman Islands.North Bay Island is a lovely place to go for a day trip. This is one of the uninhabited islands of Andaman & Nicobar Islands. The wide array of water activities available at the island attracts more tourists to this beautiful place. Almost all kinds of water sports activities like jet ski, speed boat ride, snorkeling and underwater sea walk can be covered here. The corals at North Bay are spread over a large area. During snorkeling one can spot many species of fish, often lobsters and even clams on the coral reef. One can also trek to see the Lighthouse in the North Bay Island. However, sometimes the light house is closed for outside travellers.North Bay Island can be reached by 30 - 40 .....
", Adventure,28.0,3.37,1393,2, from Port Blai
TD-23,Corbyn's Cove Beach - Port Blair," by ferry from Port Blair, Little Andaman is situated at the southern end of the Andaman & Nicobar Islands opposite to the Great Andaman Island. This island is one of the famous places of sightseeing in Andaman & Nicobar Islands.The Little Andaman Island is one of the largest islands in the Andaman & Nicobar Islands that are open to the public. The Duncan Passage separates Little Andaman from Rutland Bay of Great Andaman. A major part of Little Andaman was affected badly by the Tsunami in the year 2004.Little Andaman Island offers a perfect mix of white sandy beaches, bewitching waterfalls, boating through the creeks, exciting elephant safari, and surfing. The most famous and beautiful beach in Little Andaman is the Butler Bay Beach. It lies at a distance of 14 km from the Hut Bay Jetty. This beautiful beach is suitable for sun basking, scuba diving, snorkeling, and surfing. Accommodation is offered in the form of small tourist huts right at the sea .....
", Beach,120.0,3.15,1383,2,  from Port Bla
TD-24,Anthropological Museum - Port Blair,"from Port Blair and 35 km from Havelock Island by ferry, Long Island is a small island located just of the southeast coast of Middle Andaman in Andaman & Nicobar Islands.Long Island, having an area of about 18 sq. km, is a modern village with population of around 2000 having many plus points and facilities generally not available in other villages of Bay Islands. It has its own power-house, a well-equipped Boat Building Yard, Senior Secondary School, bank, wireless facilities, hospital, Range Forest Office and even police outpost. Long Island is a dreamland settlement without any road network.Lalaji Bay and Merk Bay are two pristine beaches famed as a popular picnic spot in this Island. The Island is an ideal location for beach camping in makeshift tents due to its unpolluted environment and calm atmosphere. Fleets of dolphins can be viewed very often from the beaches of this Island. Both of these are most easily approached by chartering a fisherman's .....
", Beach,82.0,3.41,1372,1, Port Blair
TD-25,Baratang Island,"from Diglipur and 320 km from Port Blair, Smith & Ross Islands are the twin islands situated in the Andaman Islands of India. This is one of the most beautiful places in Andamans.Ross & Smith Islands are joined by a sandbar that is visible during low tide but gets submerged during high tide. The sand bar in the form of a crescent is the main attraction of the place. Water is crystal clear and gem green in color. The Smith Island is best suited for island camping and is perfect for enjoying village life. Moreover, tourists can also find accommodation facilities at this island. There is a Marine Sanctuary on the island which makes it an ideal place for spotting beautiful coral reefs and colorful species from the underwater.The beach is surrounded by tropical forests and is a preferred place for trekking and trail hiking by many tourists. One can also opt for activities like Scuba Diving & Snorkeling. Ross & Smith Islands are home to the Olive Ridley turtles, .....
", Beach,20.0,3.72,1176,1, Diglipur a
TD-26,Sea Walk & Snorkeling - North Bay Island,"from Port Blair Central Bus Stand, Viper Island is a small, beautiful and serene island located in near Port Blair in the South Andaman district of Andaman & Nicobar Islands. Spread over an area of 69 acres, the island got its name from the ship in which Archibald Blair, a British colonial officer, came to the islands to set up a penal settlement in 1789. The ship got wrecked and was abandoned near the island. Besides that, people believe that due to the presence of viper snakes on the island, it came to be known as Viper- Island.This island was once under the control of the British and was used as a site of the Jail before the famous Cellular Jail was built in 1906. Now, the ruins of an old British Jail, constructed in 1867, can be seen on the island. The ruins consist of a two storied building supported by a plinth. The island was once a place of penal settlement for political prisoners and freedom fighters. In addition to its historical importance, .....
", Beach,29.0,4.53,825,1, Port Blair
TD-27,Scuba Diving - Marine National Park,"from Port Blair Central Bus Stand, Viper Island is a small, beautiful and serene island located in near Port Blair in the South Andaman district of Andaman & Nicobar Islands. Spread over an area of 69 acres, the island got its name from the ship in which Archibald Blair, a British colonial officer, came to the islands to set up a penal settlement in 1789. The ship got wrecked and was abandoned near the island. Besides that, people believe that due to the presence of viper snakes on the island, it came to be known as Viper- Island.This island was once under the control of the British and was used as a site of the Jail before the famous Cellular Jail was built in 1906. Now, the ruins of an old British Jail, constructed in 1867, can be seen on the island. The ruins consist of a two storied building supported by a plinth. The island was once a place of penal settlement for political prisoners and freedom fighters. In addition to its historical importance, .....
", Beach,29.0,3.63,1496,2, Port Blair
TD-28,Chatham Saw Mill - Port Blair,"from Port Blair, the Cinque Island is an isolated island in the Andaman Archipelago, on the north side of Duncan Passage, between Rutland Island and Passage Island. They are part of the Andaman & Nicobar Islands.Cinque Island is situated on the south-western coast of South Andaman in the Bay of Bengal. The Island is geologically classified into North Cinque Island and South Cinque Island. The two islands are connected by a sand bar and therefore are often considered a single Cinque Island. Both divisions of Cinque Island are a part of the Mahatma Gandhi Marine National Park, which is popularly known as Wandoor Marine National Park.Jolly Buoy, Redskin and Cinque are the most frequented and popular Islands of Mahatma Gandhi Marine National Park. Cinque Island is surrounded by coral reef gardens that extend to a few hundred meters into the deep sea. It offers a vista of its coral reefs, sea weeds, colorful fishes, shells, starfish, sea anemones, salt-water .....
", Adventure,26.0,3.77,969,2, Port Blair
TD-29,Kalapathar Beach - Havelock Island,"rom Port Blair Central Bus Stand, the Corbyn's Cove is a serene and unspoiled soft sandy beach in Port Blair. Located picturesquely with the backdrop of lush green coconut trees and majestic sea, Corbyn's Cove Beach is a must visit place for the ones who want to experience nature at its best in Andamans. Corbyn's Cove Beach was named after well-known Henry Fisher Corbyn and is an ideal spot for sun basking and swimming. The beach is renowned for its glass-bottomed cruises, scuba diving and snorkeling, which is a perfect treat for an adventure enthusiasts. During the Japanese occupation of Corbyn's Cove, pill boxes and bunkers were made which can be still seen on the beach. A major part of the beach was washed away and destroyed in the tsunami of 2004.Corbyn's Cove Beach is the closest beach from the city of Port Blair. Facilities like hotel, restaurant, bar, changing room, adventure water-sports are available here. Historical remains like Japanese Bunkers .....
", Beach,6.0,3.45,891,2,rom Port Blair 
TD-30,Wandoor Beach,"rom Port Blair Central Bus Stand, Anthropological Museum is an ethnographic museum situated in Port Blair. Maintained and managed by Anthropological Survey of India, Anthropological Museum is one of the top places to visit in Port Blair.The Anthropological museum in Port Blair was started in the year 1975-76. This small museum offers a profound and informative portrait of island's local community of tribes like Jarawas, Sentinelese, Great Andamanese and the Onges. These tribes are considered as one of the oldest in the world. The museum is showcasing wide collection of tools and weapons used by Andaman tribes. An ancient Jarawa chest guard, a skull discovered from the Sentinelese, the Shamanic sculptures created by the Nicobarese, the boats of different shapes and sizes, the coconut or palm tree leaves baskets, clothes of Andamanese are the popular attractions in the museum.The museum also encloses many photographs of different tribes and aborigines .....
", Museum,1.0,3.6,1072,1,rom Port Blair 
TD-31,Havelock Island,"from Port Blair and 204 km from Diglipur, Baratang Island is an island located in North & Middle Andaman district of Andamans. This island is situated between South and Middle Andaman Islands. Andaman Trunk Road to Rangat and Mayabunder goes through this island.Spread an area of approximately 238 sq. km, Baratang is one of the main islands of the Great Andaman group, a closely set archipelago in the Bay of Bengal, adjoining the Andaman Sea. Baratang is home to the rare Limestone Caves in India. The other main attractions are the Parrot Island, the blue beach at Baludera and the Mud Volcano. The resident and origin tribe of Jarawa's also stir curiosity in every traveler. There are other volcanoes in the area - the Barren Island volcano which is the only active volcano in South Asia and the Narcondum volcano which is considered to be a potentially active volcano.The Limestone Caves are located 50 minutes away by sea from the Baratang Jetty. Visitors can .....
", Beach,98.0,4.36,1256,2, Port Blair
TD-32,,"from Port Blair and 204 km from Diglipur, Baratang Island is an island located in North & Middle Andaman district of Andamans. This island is situated between South and Middle Andaman Islands. Andaman Trunk Road to Rangat and Mayabunder goes through this island.Spread an area of approximately 238 sq. km, Baratang is one of the main islands of the Great Andaman group, a closely set archipelago in the Bay of Bengal, adjoining the Andaman Sea. Baratang is home to the rare Limestone Caves in India. The other main attractions are the Parrot Island, the blue beach at Baludera and the Mud Volcano. The resident and origin tribe of Jarawa's also stir curiosity in every traveler. There are other volcanoes in the area - the Barren Island volcano which is the only active volcano in South Asia and the Narcondum volcano which is considered to be a potentially active volcano.The Limestone Caves are located 50 minutes away by sea from the Baratang Jetty. Visitors can .....
", Beach,98.0,3.6,1464,2, Port Blair
