Place_id,Title,Description,Category,Distance (Km.),Rating,Expense (Per Head in Rs.),n_days,Boarding_pt
TD-11,Dargah Hazrat Nizamuddin," from New Delhi Railway Station and 7 km from Hazrat Nizamuddin Station, Safdarjung Tomb is located near the Safdarjung Airport at the T-junction of Lodi Road and Aurobindo Marg. It is located at a distance of 1 km from the Lodi Garden. It was declared as a UNESCO World Heritage site in 1993.Safdarjung Tomb was built by his son Shujaud Daula in 1754. It is among the best tourist places in Delhi and also among the top historical places in Delhi city. This Tomb is dedicated to Mirza Muqeem Abdul-Mansur Khan, who was also known as Safdarjung. He was the viceroy of Oudh under Muhammad Shah and prime minister under Ahmad Shah. The tomb is the last example of the pattern which began with Humayun's tomb.The Tomb was built in distinct Mughal architecture. Constructed in the center of a large garden, the compound is decorated with ponds and fountains. Crafted out of red sandstone with a white marble dome, the Tomb is built on a raised platform. The tomb has .....
", Heritage,7,3.67,731,2, from New Delhi
TD-12,Lodi Garden," from New Delhi Railway Station and 7 km from Hazrat Nizamuddin Station, Safdarjung Tomb is located near the Safdarjung Airport at the T-junction of Lodi Road and Aurobindo Marg. It is located at a distance of 1 km from the Lodi Garden. It was declared as a UNESCO World Heritage site in 1993.Safdarjung Tomb was built by his son Shujaud Daula in 1754. It is among the best tourist places in Delhi and also among the top historical places in Delhi city. This Tomb is dedicated to Mirza Muqeem Abdul-Mansur Khan, who was also known as Safdarjung. He was the viceroy of Oudh under Muhammad Shah and prime minister under Ahmad Shah. The tomb is the last example of the pattern which began with Humayun's tomb.The Tomb was built in distinct Mughal architecture. Constructed in the center of a large garden, the compound is decorated with ponds and fountains. Crafted out of red sandstone with a white marble dome, the Tomb is built on a raised platform. The tomb has .....
", Heritage,7,4.77,872,2, from New Delhi
TD-13,Birla Mandir / Laksminarayan Temple," from New Delhi Railway Station, India Gate is one of the most popular monuments situated at eastern end of Raj Path in New Delhi. It is also one of the most visited tourist places in Delhi. India Gate, Originally called the All India War Memorial, is a war memorial in honour of the 70,000 Indian soldiers who died during the World War I. The memorial bears the names of more than 13,516 British and Indian soldiers killed in the Northwestern Frontier in the Afghan war of 1919.It was designed by the famous British architect, Edward Lutyens and the foundation stone was laid down by the Duke of Connaught in 1921. The monument similar in design to the French war memorial, the Arc-de-Triomphe, was completed in 1931.The monument was dedicated to the nation in 1931 by the then Viceroy, Lord Irwin. Another memorial, Amar Jawan Jyoti was added much later, after India got its independence. The eternal flame burns day and night under the arch to remind the nation .....
", Heritage,4,3.32,871,1, from New Delhi
TD-14,Aadya Katyayani Shakti Peeth Mandir - Chhatarpur,"rom Hazrat Nizamuddin Railway Station, 1 km from Humayun's Tomb and 7.5 km from New Delhi Railway Junction, Hazrat Nizamuddin Dargah is located in the Nizamuddin West Area of Delhi. It is one of the most popular attractions in Delhi.Hazrat Nizamuddin Dargah is a famous dargah dedicated to Nizamuddin Auliya (1238 - 1325 CE) who was one of the world's most famous saints of the Sufi Chishti Order. He was a spiritual successor of Khwaja Moinuddin Chishti of Ajmer. The dargah was built in 1325, the year the saint died. It was renovated and decorated by Firoz Shah Tughlaq, as well as by later rulers.The present structure was constructed by a nobleman named Faridun Khan in 1562 AD.The structure consists of a square chamber surrounded by verandahs, which are pierced by arched openings. The dome on top of the tomb is decorated with vertical stripes of black marble and is crowned by a lotus-cresting. This grand tomb has lattice screens, marble arches and .....
", Heritage,3,3.69,1188,1,rom Hazrat Niza
TD-15,ISKON Temple," from New Delhi Railway Station and 5 km from Hazrat Nizamuddin Station, Lodi Garden is located at Lodi Road. This protected complex encloses several historical monuments including tombs, mosques and a bridge, belonging to the Lodi and Sayyid dynasties. It is one of the popular places to visit in Delhi city.The beautiful Lodi Garden was built by two Delhi Sultanate dynasties, the Sayyids and Lodis in the 15 and 16th centuries. It was landscaped in 1936 by Lady Willington, wife of Marquees of Willington, Governor-General of India during the British rule. The original name of Lodhi Garden was Lady Willington Park which later renamed as Lodi Garden after Indian Independence in 1947.Lodi Garden has a huge park with wide lawns, trees, plants and flowers, set against a backdrop of beautiful monuments. Spread over 90 acres, it contains Mohammed Shah's Tomb, Tomb of Sikandar Lodi, Shisha Gumbad and Bara Gumbad.The tomb of Mohammed Shah, the last ruler .....
", Heritage,6,4.93,717,1, from New Delhi
TD-16,National Museum,"rom New Delhi Railway Station and 2.5 Km from Jantar Mantar, Lakshmi Narayan Temple also known as the Birla Mandir is situated at Mandir Marg near Connaught Place in New Delhi. It is one of the first temples built by the Birlas in India and one of the major Delhi tourist attractions.This temple was built by the famous industrialist and philanthropist, Baldeo Das Birla and his son Jugal Kishore Birla of Birla family. The construction of temple was started in 1933 and completed in 1939. The foundation stone of temple was laid by Maharaja Udaybhanu Singh. The temple was built under guidance of Pandit Vishwanath Shastri and the architect was Sri Chandra Chatterjee. Birla Mandir was inaugurated by Mahatma Gandhi in 1939. At that time, Mahatma Gandhi kept a condition that the temple should allow people from all the castes.The temple is dedicated to Lord Vishnu and Goddess Lakshmi. The three storeyed temple was built in the Nagara style of Hindu temple architecture. .....
", Pilgrimage,4,4.42,967,1,rom New Delhi R
TD-17,Mehrauli Archaeological Park,"rom New Delhi Railway Station and 2.5 Km from Jantar Mantar, Lakshmi Narayan Temple also known as the Birla Mandir is situated at Mandir Marg near Connaught Place in New Delhi. It is one of the first temples built by the Birlas in India and one of the major Delhi tourist attractions.This temple was built by the famous industrialist and philanthropist, Baldeo Das Birla and his son Jugal Kishore Birla of Birla family. The construction of temple was started in 1933 and completed in 1939. The foundation stone of temple was laid by Maharaja Udaybhanu Singh. The temple was built under guidance of Pandit Vishwanath Shastri and the architect was Sri Chandra Chatterjee. Birla Mandir was inaugurated by Mahatma Gandhi in 1939. At that time, Mahatma Gandhi kept a condition that the temple should allow people from all the castes.The temple is dedicated to Lord Vishnu and Goddess Lakshmi. The three storeyed temple was built in the Nagara style of Hindu temple architecture. .....
", Pilgrimage,4,4.3,926,2,rom New Delhi R
TD-18,National Zoological Park,"rom Qutub Minar and 19 Km from New Delhi Railway Station, Sri Aadya Katyayani Shakti Peeth Mandir, popularly known as Chhatarpur Temple is located Chhatarpur near Mehrauli - Gurgaon road. This is one of the largest temple complexes in India and also among the most popular Delhi places to visit.The main deity of the temple is Goddess Katyayani, an incarnation of Goddess Durga. Riding a lion and holding the glorious Chandrahasa (sword) in her hand, Goddess Katyayani is associated with the fierce form of Shakti and is one of the more widely revered and worshipped forms of Goddess Durga. The temple was established in 1974, by Baba Sant Nagpal ji. His samadhi shrine lies in the premises of the Shiv-Gauri Nageshwar Mandir within the temple complex.The architecture of the temple is a blend of Nagara and Dravidian styles. The complex built entirely with marble is spread over an area of approximately 70 acres with beautiful lawns and gardens. The main shrine .....
", Pilgrimage,4,3.75,629,2,rom Qutub Minar
TD-19,National Museum Of Natural History,"from New Delhi Railway Station and 3.5 Km from Lotus Temple, Sri Radha Parthasarathi Mandir, popularly known as the ISKCON Temple, is a well-known Vaishnava temple located at Hare Krishna Hills in the East of Kailash area of New Delhi. This temple is dedicated to Lord Krishna and Radha in the form of Radha Parthasarathi.The ISKCON Temple was built by Hare Rama Hare Krishna devotees in 1998. The temple is one of the 40 temples built by International Society for Krishna Consciousness (ISKON) Movement established by Acharya Swami Prabhupada, to propagate the message of Bhagavad-Gita.This temple was designed and constructed by Achyut Kanvinde for the followers of Srila Prabhupada. The architecture of the temple is a fine example of artistic splendor with Shikharas standing at height of 90 m. The central prayer hall has three shrines dedicated to Radha-Krishna, Sita-Ram and Guara-Nitai respectively. The interiors of the temple have been beautifully decorated .....
", Pilgrimage,15,4.33,623,1, New Delhi
TD-20,National Science Centre," from New Delhi Railway Station, The National Museum is located on Janpath close to the road between India Gate and Rashtrapati Bhawan. This museum is managed by the Ministry of Culture and is one of the largest museums in India and among the famous Delhi tourist places.The National Museum was established on 15th August 1949 and houses artifacts ranging from pre-historic to modern era. The blue-print of the National Museum had been prepared by the Gwyer Committee set up by the Government of India ³n 1946.The museum functioned in the Rashtrapati Bhawan during its initial years. The present building was laid by Pandit Jawaharlal Nehru on 12th May, 1955 and it was formally opened to public on 18th December 1960.There are around 200,000 beautiful artifacts of both Indian as well as international origin housed in the museum. Some of the artifacts are more than 5,000 years old. It has articles from pre-historic era to contemporary art works. One of the popular .....
", Museum,4,4.01,767,1, from New Delhi
TD-21,National Gallery Of Modern Art,"from New Delhi Railway Station, Mehrauli Archaeological Park is an archaeological area located close to Qutub Complex in Delhi. It is one of the popular historical sites in Delhi.Spread over 200 acres in Mehrauli, Mehrauli Archaeological Park consists of more than 100 monuments with great historical significance. It is the only area in Delhi known for 1,000 years of continuous inhabitation and includes the ruins of Lal Kot built by Tomar Rajputs in 1060 AD. Thus it is the oldest fort of Delhi and comprises some historical structures like Tomb of Balban, Quli Khan's tomb, Jamali Kamali Mosque and Tomb, Rajon Ki Baoli and others.Balban's Tomb is situated at the entrance which is one of the finest examples of the simple Indo-Islamic architecture. The Tomb of Ghiyas-ud din Balban was constructed in 1287 AD. Balban was the ruler of Delhi Sultanate from 1266 to 1287. It is believed to be the first building with arches built in India. This tomb is said to .....
", Heritage,17,4.08,533,2, New Delhi
TD-22,Alai Minar,"from New Delhi Railway Station, Mehrauli Archaeological Park is an archaeological area located close to Qutub Complex in Delhi. It is one of the popular historical sites in Delhi.Spread over 200 acres in Mehrauli, Mehrauli Archaeological Park consists of more than 100 monuments with great historical significance. It is the only area in Delhi known for 1,000 years of continuous inhabitation and includes the ruins of Lal Kot built by Tomar Rajputs in 1060 AD. Thus it is the oldest fort of Delhi and comprises some historical structures like Tomb of Balban, Quli Khan's tomb, Jamali Kamali Mosque and Tomb, Rajon Ki Baoli and others.Balban's Tomb is situated at the entrance which is one of the finest examples of the simple Indo-Islamic architecture. The Tomb of Ghiyas-ud din Balban was constructed in 1287 AD. Balban was the ruler of Delhi Sultanate from 1266 to 1287. It is believed to be the first building with arches built in India. This tomb is said to .....
", Heritage,17,3.42,934,2, New Delhi
TD-23,Alai Darwaza,"rom New Delhi Railway Station and 3.5 Km from India Gate, The National Zoological Park is situated near Purana Qila in Delhi. It is one of the best Zoo parks in India and a top tourist attraction in Delhi.The Park was formally inaugurated on 1st November, 1959 by Mr. Punjab Rao Deshmukh, Agriculture Minister of India in the first cabinet. This Park was initially known as Delhi Zoo and renamed as National Zoological Park in 1982 with the idea of it being the model zoo of the country.The park covering a large area of 176 acres is a perfect place for breeding endangered species. The zoo is home to about 1350 animals representing almost 130 species of animals and birds from around the world. Some of the famous species of animals present here are spider monkey, zebras, chimpanzee, hippopotamus, deer, tiger, lion, African wild buffaloes and many more.The National Zoological Park also runs conservation initiatives for animals like the Royal Bengal .....
", Wildlife,7,3.55,819,1,rom New Delhi R
TD-24,Alauddin Khilji Tomb And Madrasa,"rom New Delhi Railway Station, The National Museum of Natural History or NMNH is situated within the FICCI building on Barakhamba Road just opposite the Embassy of Nepal and very close to Connaught Place. The museum functions under the Ministry of Environment and Forests of the Government of India. This is one of the two Natural History Museums in India (other one being at Mysore). A visit to this museum is one of the famous Delhi sightseeing places.The NMNH was created in 1972 as part of the celebration of the 25th year of India's independence. The Museum was conceptualized by Late Smt. Indira Gandhi, the former Prime minister of India with the idea to make people aware of the rich flora and fauna India has. It was inaugurated and opened to the general public on 5th June 1978, the World Environment Day. The museum introduces the visitors to natural history, ecology and environment with plenty of examples from nature and various aspects of conservation .....
", Museum,3,4.58,520,1,rom New Delhi R
TD-25,Tomb Of Iltutmish," from New Delhi Railway Station, The National Science Centre is a science museum located on the Bhairon Road, near the Gate No-1 of Pragati Maidan.The National Science Centre established in 1992 and was inaugurated by the then Prime Minister of India, P V Narasimha Rao. The objective of the museum is to promote scientific knowledge and thinking among the general public, especially among students.The museum is spread over four floors and houses working science exhibition as well as exhibition on the history of architecture. It has various sections for all age groups such as Heritage & Dinosaur gallery, Human Biology gallery, Fun Science Library etc. Every gallery houses several exhibits, which are based on different scientific laws and theories. Students learn these laws by watching practical demonstrations of the same. The most famous models of the museum are those exhibited at the Human Biology Gallery. The Dinosaur's gallery and animals of .....
", Museum,6,4.75,507,1, from New Delhi
TD-26,Isa Khan's Tomb And Mosque,"rom New Delhi Railway Station, The National Gallery of Modern Art is one of the most celebrated art galleries in Delhi and is located in Jaipur House near the India Gate circle. The National Gallery of Modern Art (NGMA) is the premier art gallery under Ministry of Culture, Government of India. The Gallery was formally inaugurated by Vice-president Dr S. Radhakrishnan in 1954. The royal building of the museum was formerly the residence of erstwhile Maharajas of Jaipur. Designed by Sir Arthur Bloomfield and built in 1936, the building is in butterfly shape with a central dome. The National Gallery of Modern Arts appointed a renowned German Historian named Herman Goetz who had successfully set up the Baroda museum as the first curator of this Museum. The gallery is home to more than 14,000 works of art by artists such as Raja Ravi Verma, Nobel Laureate Rabindranath Tagore, Gaganendranath Tagore, Jamini Roy, Amrita Sher-Gill and Nandalal Bose, among others.In .....
", Museum,5,4.2,1068,2,rom New Delhi R
TD-27,Chausath Khamba / Chaunsath Khamba,"rom New Delhi Railway Station, The National Gallery of Modern Art is one of the most celebrated art galleries in Delhi and is located in Jaipur House near the India Gate circle. The National Gallery of Modern Art (NGMA) is the premier art gallery under Ministry of Culture, Government of India. The Gallery was formally inaugurated by Vice-president Dr S. Radhakrishnan in 1954. The royal building of the museum was formerly the residence of erstwhile Maharajas of Jaipur. Designed by Sir Arthur Bloomfield and built in 1936, the building is in butterfly shape with a central dome. The National Gallery of Modern Arts appointed a renowned German Historian named Herman Goetz who had successfully set up the Baroda museum as the first curator of this Museum. The gallery is home to more than 14,000 works of art by artists such as Raja Ravi Verma, Nobel Laureate Rabindranath Tagore, Gaganendranath Tagore, Jamini Roy, Amrita Sher-Gill and Nandalal Bose, among others.In .....
", Museum,5,3.16,1187,2,rom New Delhi R
TD-28,Barakhamba,"from New Delhi Railway Station, Alai Minar is an incomplete monument stands just north of Qutub Minar in the Qutub Complex.The Alai Minar is a massive structure which was started by Aladdin Khilji in 1311 AD. Sultan Aladdin Khilji, an over ambitious Sultan of the Khilji dynasty, wanted to build a structure that would be double the height of Qutub Minar to commemorate his victory over one of his Deccan campaigns. He also executed the plan and increased the size of the enclosures of the Quwwat-Ul-Islam Masjid by four times its original size to provide a ceremonial entrance gateway on either sides of the mosque. He wanted the Alai Minar to match up with the size of the increased height of the mosque and also wanted a second tower of victory under his name and hence the Alai Minar was initiated. The construction was completed up to the first storey but unfortunately, the construction was abandoned after the death of Sultan Ala-ud-din Khalji in 1316 AD and .....
", Heritage,15,3.63,1095,1, New Delhi
TD-29,Old Fort / Purana Qila,"from New Delhi Railway Station, Alai Darwaza is a magnificent gateway situated north of Qutub Minar in the Qutub Complex.The Alai Darwaza was built by Aladdin Khilji in 1311 AD with exquisite inlaid marble decorations and latticed stone panels. The Alai Darwaza was a part of Aladdin Khilji's extension of the Quwwat-ul-Islam mosque. It was one of the four grand gateways built by the Sultan; the other three could not be completed because of the death of Ala-ud-din in AD 1316.This is the main gateway from southern side of the Mosque. It highlights the remarkable skills of Turkish and local artisans who worked on it. It is considered to be one of the most important buildings built during Delhi Sultanate period. Alai Darwaza is follows the traditional Islamic architectural style. It was built using red sandstone while white marble was used on the exterior walls.Square in plan and with a large dome on top, Alai Darwaza follows principles of symmetrical .....
", Heritage,15,4.37,712,1, New Delhi
TD-30,Tughlaqabad Fort,"from New Delhi Railway Station, Alauddin Khilji Tomb and Madrasa are situated in the Qutub Complex. It was the first structure in India with a tomb standing alongside a Madrasa. Ala-ud-din's Madrasa is located to the south-west of the Quwwat-ul-Islam Mosque. It was established by Ala-ud-din Khilji, as a college for education on Islamic scriptures and theology. It consists of rooms and halls built around a quadrangular court. Screened walls were originally present on the eastern and western sides of the quadrangular court. On the western side, a group of seven small, cell-like structures are present, which are believed to have served as residents of the teachers and staff. The entry on the north side consists of an elaborately carved doorway. The central room of the Madrasa, which has Aladdin tomb, has now lost its dome, though many rooms of the structure are intact. Alauddin Khilji was the second Sultan of Delhi from Khilji dynasty, who ruled from 1296 .....
", Heritage,15,3.8,1132,1, New Delhi
TD-31,Jahaz Mahal,"from New Delhi Railway Station, The Iron Pillar is standing at the center of the Quwwat-ul-Mosque in the Qutub Complex.The Iron Pillar dates back to around 4th century, which was erected for honouring Lord Vishnu and in remembrance of Chandragupta II Vikramaditya (375-413). Based on inscriptions and archaeological evidence, the Iron Pillar of Delhi was originally located in Udayagiri near Vidisha in Madhya Pradesh. It was brought to its current location in 1233 AD by Shams-ud-din Iltutmish during his invasion of Malwa. It was erected as a flag pole and it is still a mystery that how this pillar moved to the present location in Qutub Minar. The pillar also highlights ancient India's achievements in metallurgy. This pillar is about 7.3 m tall and is made of 98% wrought iron, which has not rusted or decomposed for more than 1600 years. The decorative bell at the top end of the Iron Pillar presents a marvelous design. The next part of the structure is the .....
", Heritage,15,3.6,651,1, New Delhi
TD-32,Sri Digambar Jain Lal Temple / Lal Mandir,"from New Delhi Railway Station, The Iron Pillar is standing at the center of the Quwwat-ul-Mosque in the Qutub Complex.The Iron Pillar dates back to around 4th century, which was erected for honouring Lord Vishnu and in remembrance of Chandragupta II Vikramaditya (375-413). Based on inscriptions and archaeological evidence, the Iron Pillar of Delhi was originally located in Udayagiri near Vidisha in Madhya Pradesh. It was brought to its current location in 1233 AD by Shams-ud-din Iltutmish during his invasion of Malwa. It was erected as a flag pole and it is still a mystery that how this pillar moved to the present location in Qutub Minar. The pillar also highlights ancient India's achievements in metallurgy. This pillar is about 7.3 m tall and is made of 98% wrought iron, which has not rusted or decomposed for more than 1600 years. The decorative bell at the top end of the Iron Pillar presents a marvelous design. The next part of the structure is the .....
", Heritage,15,4.8,1021,2, New Delhi
TD-33,Mughal Garden,"rom New Delhi Railway Station and 3 km from Hazrat Nizamuddin Station, Isa Khan's Tomb is situated to the south of Bu Halima's Garden in the Humayun's Tomb Complex.The tomb of Isa Khan was built during his lifetime between 1547 and 1548. Isa Khan Naizi (1453 - 1548) was a nobleman in the courts of Sher Shah Suri and his son Islam Shah Suri. Coming from an Afghan origin, Isa Khan also served as a noble man in the courts of Ibrahim Lodi.The octagonal tomb of Isa Khan is located at the centre of an octagonal complex and is surrounded by a beautiful garden. It is believed that Isa Khan's tomb influenced the architecture of Humayun's Tomb. The tomb is surrounded by a wide verandah, approachable by a flight of stairs. Each of the eight sides consists of triple arched entrances, decorated with blue, yellow and green glazed tiles. Each corner of the octagon is marked with slender tapering pillars rising above the roof and giving it a minaret like appearance. .....
", Heritage,8,4.81,1100,2,rom New Delhi R
TD-34,Iron Pillar,"rom New Delhi Railway Station and 2 km from Hazrat Nizamuddin Railway Station, Chausath Khamba is located in Nizamuddin area. Chausath Khamba is a heritage building situated in the Nizamuddin complex. The Aga Khan Trust had designed the Chausath Khamba.Chausath Khamba, also known as Chaunsath Khamba is an ancient tomb which was constructed by Mirza Aziz Koka, the son of Atgah Khan, during the period from 1623 to 1624. It was built as a mausoleum for himself, at the time of Mughal Emperor Jahangir. Mirza Aziz Koka had served several times as Jahangir's Governor of Gujarat before he died in Gujarat. The name Chausath Khamba means 64 pillars in Urdu and Hindi.Chausath Khamba was originally a hall, which was built in the Mughal architectural style. The hall was later converted into a tomb. It is a square structure constructed entirely of white marble. This tomb consists of 64 columns that support 25 bays. Each bay is supported by a reversed dome. The monument .....
", Heritage,8,4.34,701,1,rom New Delhi R
TD-35,," from New Delhi Railway Station and 2 km from Hazrat Nizamuddin Station, Barakhamba is a 14th century tomb located on the eastern end of Lodi Road near the Sabz Burj and is protected by the Archaeological Survey of India. It is located in the Nizamuddin heritage area at the entrance road to the Nizamuddin Dargah.Barakhamba, also known as Barakhamba Monument is an ancient tomb belonging to the Lodi period. The name of the monument, Barakhamba, literally means twelve pillars in Hindi and Urdu languages. This name has also been used for a modern metro road, called Barakhamba road, located at the heart of the city in Connaught Place. Barakhamba monument is a tomb of an unknown nobleman from Lodi period. It has no doors or lattices and is open on all four sides. The tomb has twelve pillars and has three arched openings on each face. The passage, laid around the central chamber, has four domed sections at each corner.The partially demolished remains .....
", Heritage,7,3.97,679,1, from New Delhi
