Place_id,Title,Description,Category,Distance (Km.),Rating,Expense (Per Head in Rs.),n_days,Boarding_pt
TD-11,Akbari Mahal - Agra Fort," from Agra Cantonment Railway Station and 2.5 km from Taj Mahal, the Diwan-i-Khas or Hall of Private Audience is situated backside of the Machchhi Bhawan inside the Agra Fort.Diwan-i-Khas or Hall of Private Audience was built by Shah Jahan in the year 1635 AD. It was used by the emperor for holding cultural events and meetings important guests such as kings, ambassadors and nobles in private and to deal with important affairs of the state.It consists of two large halls, an outer columned hall and inner closed hall, both connected by three archways. The outer hall is covered by a flat roof supported on multifoil arches springing from exquisitely fine marble pillars. The marble pillars are inlaid with semi-precious stones and coloured flower patterns. The hall is exquisitely decorated with carvings and flat wooden ceiling which used to be covered with gold and silver leaves to imitate the rays of the sun. The hall represents the royal accesses and thus .....
", Heritage,4,4.12,756,2, from Agra Cant
TD-12,Nagina Masjid - Agra Fort," from Agra Cantonment Railway Station and 2.5 km from Taj Mahal, the Diwan-i-Khas or Hall of Private Audience is situated backside of the Machchhi Bhawan inside the Agra Fort.Diwan-i-Khas or Hall of Private Audience was built by Shah Jahan in the year 1635 AD. It was used by the emperor for holding cultural events and meetings important guests such as kings, ambassadors and nobles in private and to deal with important affairs of the state.It consists of two large halls, an outer columned hall and inner closed hall, both connected by three archways. The outer hall is covered by a flat roof supported on multifoil arches springing from exquisitely fine marble pillars. The marble pillars are inlaid with semi-precious stones and coloured flower patterns. The hall is exquisitely decorated with carvings and flat wooden ceiling which used to be covered with gold and silver leaves to imitate the rays of the sun. The hall represents the royal accesses and thus .....
", Heritage,4,4.71,646,2, from Agra Cant
TD-13,Macchi Bhawan - Agra Fort," from Agra Cantonment Railway Station and 2.5 km from Taj Mahal, the Moti Masjid or the Pearl Mosque is situated to the north of Diwan-i-Am complex inside the Agra Fort.Moti Masjid was built by the Mughal Emperor Shah Jahan during 1648-54 AD. It was built as a place of worship for the royal members of the court. A mosque that shines like a pearl in a moonlit night, hence the name Pearl Mosque, Moti Masjid is one of the oldest mosques in the city. The glorious mosque took nearly four years to complete and is built in a style that is typical to Shah Jahan's era of reign.The masjid stands on the ground that slopes from east to west to the north of Diwan-i-Am complex. The structure contains three huge domes of high architecture value. These three Hindu style domed kiosks have been constructed using white marble and the rest of the exterior building made out of red sandstone.  The mosque has twenty-one .....
", Heritage,4,3.37,158,2, from Agra Cant
TD-14,Jama Masjid," from Agra Cantonment Railway Station and 2.5 km from Taj Mahal, Akbari Mahal or Akbar Palace is situated between Jahangiri Mahal and Bengali Burj inside the Agra Fort.Currently in partial ruined state, the Akbari Mahal is a testimony presenting the gigantic imperial courts that have the spacious chambers. Akbari Palace was once a huge palace complex which was used for residential purposes. Built between 1565-69, it had a large stone paved courtyard enclosed on all sides by suites and chambers. Only the river-side apartments have now survived.The Palace was designed and constructed in such a manner that whichever entrance the women used to enter the palace they were protected by purdah. The security and Purdah system was well designed in the palace. There was a great Assembly hall with a high ceiling on the lower storey, which can still be seen but the upper storey is completely in ruins. It also had a hall with triple opening on the riverside. Akbar's .....
", Heritage,4,3.55,354,1, from Agra Cant
TD-15,Mathura," from Agra Cantonment Railway Station and 2.5 km from Taj Mahal, Nagina Masjid is located beside the Diwan-i-Am inside the Agra Fort. It is also known as the Gem Mosque or Jewel Mosque.The Nagina Masjid was built during1631-40 by Shah Jahan for the ladies of the Royal family. This private mosque is constructed with pure white marble. The Masjid bears a very simple architecture and a descent decoration. This private mosque has special features of three majestic domes and wonderful arches.Nagina Masjid is enclosed by walls of three sides with a special a prayer chamber at the west. The mihrab pointing the direction of Holy Kabah is situated on the western wall of the prayer chamber. The prayer chamber is also made up of marble and has three domes on its top. The mosque has a three-arched facade with the cusps and supported on slender piers as its entrance. The arch in the middle is larger and has nine cusps and ones on the either sides have seven cusps .....
", Heritage,4,4.01,680,1, from Agra Cant
TD-16,Vrindavan," from Agra Cantonment Railway Station and 2.5 km from Taj Mahal, the Macchi Bhawan or the Fish Mahal is located opposite to the Diwan-i-Khas in the Agra Fort. Macchi Bhawan is an official complex of double storied structure around a courtyard with arched galleries. Originally the court was adorned with marble tanks and fountains in which gold and silver fish were kept which provided amusement for Emperor. On the upper storey of the southern side, a small marble pavilion with a sun medallion on its ceiling projects outward. It is believed to be the place where the Golden Throne of the emperor was placed to allow him to have the entire view of the court below. The rooms of the lower floor served as the treasury.There was a raised white marble platform on the eastern side and a luxurious multi-chambered royal bath in the north. The southern pavilion served as a small reception room and has an open terrace with a white and a black marble throne. The black .....
", Heritage,4,4.9,224,2, from Agra Cant
TD-17,Mariam-uz-Zamani Tomb," from Agra Cantonment Railway Station and 2.5 km from Taj Mahal, the Macchi Bhawan or the Fish Mahal is located opposite to the Diwan-i-Khas in the Agra Fort. Macchi Bhawan is an official complex of double storied structure around a courtyard with arched galleries. Originally the court was adorned with marble tanks and fountains in which gold and silver fish were kept which provided amusement for Emperor. On the upper storey of the southern side, a small marble pavilion with a sun medallion on its ceiling projects outward. It is believed to be the place where the Golden Throne of the emperor was placed to allow him to have the entire view of the court below. The rooms of the lower floor served as the treasury.There was a raised white marble platform on the eastern side and a luxurious multi-chambered royal bath in the north. The southern pavilion served as a small reception room and has an open terrace with a white and a black marble throne. The black .....
", Heritage,4,4.42,506,2, from Agra Cant
TD-18,Chini Ka Rauza," from Agra Cantonment Railway Station, Jama Masjid is situated just opposite to the Agra Fort. It is also popularly known as the Jami Masjid or Friday Mosque and is one of the well known Agra tourist places. Jama Masjid was built by Emperor Shah Jahan for his favorite daughter Jahanara Begum's wish, at the cost of Rs 5 lakhs and took a period of 5 years in construction and was completed in 1649 AD. It is one of the largest mosques in India. The red sandstone structure was built in a typical Mughal style. It rests on a high plinth and is approached by staircase. It consists of a spacious elevated courtyard bordered by arched porticoes to the north and south, with a fountain at its centre. The eastern end was once also bordered by an arched portico and a grand entrance, but those were demolished by the British in 1857 while building the railway line to Agra.The prayer hall .....
", Heritage,4,4.74,666,2, from Agra Cant
TD-19,Soami Bagh Temple / Radha Soami Samadhi,"from Agra, 159 km from Delhi, 419 km from Lucknow and 224 km from Jaipur, Mathura is an ancient city and also the district headquarters of Mathura in the state of Uttar Pradesh. Mathura is one of the popular tourist places in Uttar Pradesh and also one of the best places to visit near Delhi.Mathura is one of the seven cities (Sapta Puri) considered holy by Hindus, the other six are Ayodhya, Haridwar, Varanasi, Kanchipuram, Ujjain and Dwarka. Mathura has been chosen as one of the heritage cities for HRIDAY - Heritage City Development and Augmentation Yojana scheme of Government of India. Mathura is also one of the popular Delhi weekend getaways for 2 day trip. Mathura is located at the banks of river Yamuna and is popularly known as the Brajbhoomi, the sacred land of Lord Krishna. The Sri Krishna Janmabhoomi temple ..... Distance (From Agra):  56 KmsTrip Duration (From Agra - Including Travel):  1-2 Days.....
", Pilgrimage,56,3.32,667,1, Agra 159
TD-20,Mehtab Bagh,"from Mathura, 70 km from Agra, 155 km from Delhi, 400 km from Lucknow and 235 km from Jaipur, Vrindavan is a holy town situated on the banks of Yamuna River in Mathura district of Uttar Pradesh. It is also among the sacred places to visit near Delhi for a 2 day weekend trip.Vrindavan is a major pilgrimage center for the Hindus and one of the oldest cities in the country. The holy town of Vrindavan has a very rich history associated with the Hindu god Lord Krishna. It is said to be the place where Lord Krishna spent his childhood. Chaitanya Mahaprabhu, a great devotee of Lord Krishna is credited with rediscovering of Vrindavan. The place was later developed by various kings of the region. The name Vrindavan is derived from the words vrinda meaning tulsi (or basil) and van meaning grove and most likely refers to the two small groves at Nidhivan and Seva Kunj. ..... Distance (From Agra):  70 KmsTrip Duration (From Agra - Including Travel):  1-2 Days.....
", Pilgrimage,13,3.7,503,2, Mathura 7
TD-21,Ram Bagh Garden,"from Agra Cantonment Railway Station and 1.5 km from Akbar's Tomb, The Tomb of Mariam-uz-Zamani is the mausoleum of Jodha Bai, the Hindu consort of the Mughal Emperor Akbar, located on the left side of Agra-Mathura road, to the west of Akbar's tomb in Sikandra.The tomb was built by Jahangir in memory of his mother Mariam-uz-Zamani and was located near Akbar's Tomb as per the last wish expressed by her. The structure was originally a baradari under Sikander Lodi who built it in AD 1495. It was later modified into Mughals tomb by reconstructing the 4 facades of the building in Mughal style. The ground floor consists of around forty chambers built by Sikander Lodi, which bear faint traces of paintings on plastered walls. The centre of the ground floor houses the original cenotaph of Jodha. One can visit the crypt using red sandstone stairs. It was constructed with three tomb stones, the original one is in the ground floor, the middle and terrace stones .....
", Heritage,11,4.9,617,1, Agra Canto
TD-22,Taj Museum,"from Agra Cantonment Railway Station and 1.5 km from Akbar's Tomb, The Tomb of Mariam-uz-Zamani is the mausoleum of Jodha Bai, the Hindu consort of the Mughal Emperor Akbar, located on the left side of Agra-Mathura road, to the west of Akbar's tomb in Sikandra.The tomb was built by Jahangir in memory of his mother Mariam-uz-Zamani and was located near Akbar's Tomb as per the last wish expressed by her. The structure was originally a baradari under Sikander Lodi who built it in AD 1495. It was later modified into Mughals tomb by reconstructing the 4 facades of the building in Mughal style. The ground floor consists of around forty chambers built by Sikander Lodi, which bear faint traces of paintings on plastered walls. The centre of the ground floor houses the original cenotaph of Jodha. One can visit the crypt using red sandstone stairs. It was constructed with three tomb stones, the original one is in the ground floor, the middle and terrace stones .....
", Heritage,11,3.13,781,1, Agra Canto
TD-23,Jaswant Singh Ki Chhatri,"rom Agra Cantonment Railway Station and 1 km from Itimad-ud-Daulah Tomb, Chini ka Rauza is a funerary monument located on the banks of the Yamuna River in Agra.Chini ka Rauza is the tomb of Afzal Khan who was a Persian poet during the reign of Jahangir. Later he became the wazir during Shah Jahan's reign. The tomb was built by him in 1635 AD. Khan died in Lahore in 1639 AD and was buried here at Agra. The name is derived from two Persian words Chini and Rauza that means glazed tiles tomb. Also known as Chinese Tomb, Chini-ka-Rauza is considered a milestone in Indo-Persian architecture, as it is the very first building in India that has been exclusively decorated by the glazed tile works. The decoration is prominent on facade and exteriors. Each side of this square tomb building is about 79 feet in length. The central chamber is octagonal in shape with eight arched recesses including four pentagonal arches and four square openings in all four directions. .....
", Heritage,9,4.18,462,2,rom Agra Canton
TD-24,Mankameshwar Temple,"rom Agra Cantonment railway Station, Soami Bagh Temple is situated in Dayalbagh in the outskirts of Agra. The Soami Bagh Samadhi is mainly the mausoleum of Huzur Swamiji Maharaj. The Soami Bagh is also called as Radha Swami Samadhi. He established the Radhaswami Faith. The Radha Soami Satsang Movement was started in 1861 as an effort to amalgamate all the world religions like Hinduism, Christianity, Sikhism and Buddhism and so this building reflects the styles seen in temples, mosques, gurudwaras and viharas.The building is 110 feet in height made of white marbles and features numerous pillars and fine pietradura inlay work on the inner walls. Construction began in February 1904 and has been continuously under construction for the past 100 years. Located adjacent to the mausoleum, there is Bhajan Ghar the place where, Soamiji Maharaj carried out the spiritual practices during his lifetime; the Bhajan Ghar also houses satsang once per day. Bhandara .....
", Pilgrimage,9,3.99,289,2,rom Agra Canton
TD-25,Bateshwar," from Agra Cantonment Railway Station, Mehtab Bagh is a charbagh complex situated north of the Taj Mahal complex and the Agra Fort on the other side of Yamuna River.The Mehtab Bagh garden was the last of eleven Mughal-built gardens along the Yamuna River; the first being Ram Bagh. The emperor Shah Jahan noted this crescent-shaped flood plain covered with grass around the Yamuna River and found it a great location to view the Taj Mahal from some distance. He then conceptualized it as a pleasure garden filled with moonlight and name it Mehtab Bagh during 1631 to 1635.Mehtab Bagh is a 25 acre garden, square in shape, measures about 300 x 300 m and is perfectly aligned with the Taj Mahal on the opposite bank. During the rainy season, the ground becomes partially flooded. The garden has fountains and pools along with several pavilions. Few of the gardens proportions were similar to that of the Taj Mahal. Mehtab Bagh came later in the possession of King of .....
", Heritage,9,4.81,275,2, from Agra Cant
TD-26,"Keoladeo National Park / Bharatpur Bird Sanctuary, Near Fatehpur Sikri","rom Agra Cantonment Railway Station and 3.5 km from Itimad-ud -Daulah, The Ram Bagh Garden is located near Chini ka Rauza in Agra. It is one of the famous places of sightseeing in Agra city.The Ram Bagh is the oldest Mughal Garden in India, originally built by the Mughal Emperor Babur in 1528. Babur was temporarily buried there before being shifted to Kabul. The original name of the bagh was Aram Bagh, which was changed to Ram Bagh under the Marathas, when they occupied Agra from 1775 to 1803 AD. The first historical mention of this garden as the Bagh-Nur-Afshan led some historians to believe that this name had been derived from a garden in Kabul. This garden was renovated by Jahangir between 1615 and 1619.The layout of this garden is based on the Persian style gardens. In the garden three levels have been maintained, one for flowers and vegetables, second for flower beds, with fine stone paved terraces and kiosk and the third one has structures, terraces .....
", Heritage,9,3.82,305,1,rom Agra Canton
TD-27,,"rom Agra Cantonment Railway Station and 3.5 km from Itimad-ud -Daulah, The Ram Bagh Garden is located near Chini ka Rauza in Agra. It is one of the famous places of sightseeing in Agra city.The Ram Bagh is the oldest Mughal Garden in India, originally built by the Mughal Emperor Babur in 1528. Babur was temporarily buried there before being shifted to Kabul. The original name of the bagh was Aram Bagh, which was changed to Ram Bagh under the Marathas, when they occupied Agra from 1775 to 1803 AD. The first historical mention of this garden as the Bagh-Nur-Afshan led some historians to believe that this name had been derived from a garden in Kabul. This garden was renovated by Jahangir between 1615 and 1619.The layout of this garden is based on the Persian style gardens. In the garden three levels have been maintained, one for flowers and vegetables, second for flower beds, with fine stone paved terraces and kiosk and the third one has structures, terraces .....
", Heritage,9,3.46,293,1,rom Agra Canton
